Geneid,clip_enrichment,rden_change
ENSMUSG00000026080.14,-0.4825822722143559,0.45146305961110367
ENSMUSG00000026078.11,0.7486701628319661,-0.4955126704383508
ENSMUSG00000073702.12,-0.41877650499063407,-0.1435154236870999
ENSMUSG00000003135.16,-0.31226798182118626,-0.6491554172890209
ENSMUSG00000048234.14,1.546042987748232,0.6069674681454842
ENSMUSG00000026074.16,-0.925107408814293,-0.8105706205655054
ENSMUSG00000060679.15,-0.5960256649505928,-0.44636540022896565
ENSMUSG00000010290.8,0.23418149841039368,0.17451641342049617
ENSMUSG00000094497.2,-1.582715211367206,-1.4518338461416573
ENSMUSG00000057363.13,1.1748672565814742,0.806555555528873
ENSMUSG00000041763.15,-0.17121398603757926,-0.9424886143234246
ENSMUSG00000026049.12,0.7399904071395508,0.0048854986557616
ENSMUSG00000026047.14,0.19070457033290272,0.5083161545308721
ENSMUSG00000041684.12,-0.0425657918314408,-0.41196533389299594
ENSMUSG00000026048.17,-0.43782326487318624,-0.21919842986688676
ENSMUSG00000025995.17,-1.7787470461667665,-1.0230473311263928
ENSMUSG00000025986.7,2.0420261967136555,0.618265486327108
ENSMUSG00000026107.12,0.0730913657320011,0.09242928211857748
ENSMUSG00000018417.15,0.1538422076538467,-0.6612780373466762
ENSMUSG00000026103.15,0.14123367427481104,-0.19597745188258142
ENSMUSG00000043015.16,-0.18987345820256676,0.6901545227973346
ENSMUSG00000041426.13,0.5547883123827176,-0.36949858383572265
ENSMUSG00000026098.14,-0.4949781091345665,-0.5361200496072651
ENSMUSG00000026094.15,1.268050364870039,-0.3584896978735783
ENSMUSG00000041303.8,-0.3076851908334686,-1.1737363805560312
ENSMUSG00000073678.5,1.4550414751607448,0.9866949568288025
ENSMUSG00000025982.14,0.20221469439312223,-1.2178777292400487
ENSMUSG00000025980.15,0.12116292003122521,-0.40831992784606386
ENSMUSG00000073676.5,-0.0669173397874353,0.1575529077571749
ENSMUSG00000025979.14,0.07902852384142192,-0.2827390109936333
ENSMUSG00000046994.10,-1.3066541252371775,0.5402991274722685
ENSMUSG00000048495.17,-0.5399655639078736,-0.8988523087079102
ENSMUSG00000025971.7,2.080857124050303,0.26338203885483946
ENSMUSG00000026039.10,0.41006046186487133,-0.4912301106827188
ENSMUSG00000051223.15,-0.8983226168852232,-0.37229839376311524
ENSMUSG00000026034.18,-1.4399460400643869,-0.5696559378550319
ENSMUSG00000026035.16,-0.14214261998123315,0.34570183266384036
ENSMUSG00000026036.18,-2.2014832720567727,-0.7222470304024498
ENSMUSG00000026037.15,-0.1337303801650337,-0.15956405616734037
ENSMUSG00000026032.9,1.364817368738647,0.3807501526902851
ENSMUSG00000026028.13,0.014592366792067444,-0.05171497523122914
ENSMUSG00000038079.15,1.8331334743490142,0.569312002391132
ENSMUSG00000026024.15,-0.6674790866354481,-0.5118476482011649
ENSMUSG00000041075.9,0.984906089744878,0.7471351651276761
ENSMUSG00000026021.16,0.5795562175316614,0.3303419379372381
ENSMUSG00000026020.10,-0.05723265976957147,-0.6779268781177146
ENSMUSG00000067336.7,2.14309346671613,0.5445641151755001
ENSMUSG00000041040.13,0.2672293094435465,-0.7897809639864848
ENSMUSG00000026019.16,-0.24592915775273982,-0.6211573433905793
ENSMUSG00000073664.12,1.0585038983803885,0.05700533689895915
ENSMUSG00000049439.14,1.6468564355735344,0.7530630281974899
ENSMUSG00000026782.16,1.0900559099221128,0.31648877744611226
ENSMUSG00000026014.16,-0.16963126017412636,-0.9090301203123538
ENSMUSG00000101188.2,-2.6760867095083283,-0.8677802229575304
ENSMUSG00000025969.16,1.016250148752915,0.2704736504678531
ENSMUSG00000040865.16,0.6731062859226002,-0.4934339766009641
ENSMUSG00000025968.17,-0.554866253421831,-0.28542490658412345
ENSMUSG00000025967.17,-0.7976864686973406,-0.2459665138402804
ENSMUSG00000027520.17,1.0697886340063867,0.029484636891825344
ENSMUSG00000025964.16,1.0240707807522145,0.6787771895715494
ENSMUSG00000025962.16,1.192515603923703,0.3049209254153141
ENSMUSG00000025958.15,1.4086264278156053,0.20974824365682987
ENSMUSG00000025956.11,-0.14960613916635274,0.7316885646729622
ENSMUSG00000045005.10,1.4963249950361621,1.0184834319895453
ENSMUSG00000084416.4,-2.9449469079566812,0.3419386777529821
ENSMUSG00000025950.17,-1.1059968637374593,-1.0478016784086857
ENSMUSG00000025949.17,0.5184405578518606,-0.3939941357692116
ENSMUSG00000026005.16,-0.005033940472477979,0.04138755179433529
ENSMUSG00000026003.6,0.16514502390228375,-0.6906744109274595
ENSMUSG00000026000.17,-1.048800316236449,-0.1105351753978131
ENSMUSG00000026196.8,0.5316571616635024,-0.4189228430902123
ENSMUSG00000026192.14,-1.3007648051751077,-1.092348450884355
ENSMUSG00000026193.16,0.5492896446274234,0.40802460718854583
ENSMUSG00000039395.9,0.5128259186786724,0.34724373862760416
ENSMUSG00000026189.14,-1.184601015124835,-1.2751131771940274
ENSMUSG00000026187.10,-0.5812449903977641,-1.0697217723294574
ENSMUSG00000039354.17,-1.6767835357281191,-0.9897849078975898
ENSMUSG00000046330.11,-2.6294767211553958,-0.22361390769831146
ENSMUSG00000039323.19,-0.10300828453064415,0.6293015357382838
ENSMUSG00000055322.17,-1.4041453186365382,-0.857183324205919
ENSMUSG00000006304.15,-0.17450705047848766,-0.4134387743522395
ENSMUSG00000006299.14,-2.0926842228002474,-0.7209805696300164
ENSMUSG00000026179.15,-0.7898731190085014,-0.06465425186402089
ENSMUSG00000006301.18,-0.12937966805932433,0.6416934974776533
ENSMUSG00000033364.14,0.4321836650121226,-0.5695738144857727
ENSMUSG00000026174.10,-0.6965681877425755,-0.19922141745018684
ENSMUSG00000026135.18,-1.5294731900902325,-0.996842895139095
ENSMUSG00000026172.13,-1.710006930493081,-0.6448512798590871
ENSMUSG00000026171.13,-2.3160695519810317,-1.1631809802067583
ENSMUSG00000033257.15,-0.29090442911324194,-0.5905249080890258
ENSMUSG00000049339.17,0.43469106523639894,0.451082401962035
ENSMUSG00000026197.13,-2.6023737371376434,0.790844850570533
ENSMUSG00000033124.17,0.06936148521247737,0.02797045751078059
ENSMUSG00000026199.18,-1.0694482360380781,-0.6516010724068855
ENSMUSG00000026201.13,-2.1116056870214117,-0.20735465266024922
ENSMUSG00000026202.14,-2.4848744998764136,-0.9171357697991408
ENSMUSG00000026204.16,0.2923581767319519,-0.3195529742591912
ENSMUSG00000026209.16,-2.627353544867744,-1.254720821146019
ENSMUSG00000033021.17,-2.8193214919233474,-0.995012742297044
ENSMUSG00000032997.17,-0.4227363223451403,-0.015605703397086945
ENSMUSG00000026211.19,-2.075061452477236,-1.3204676578202323
ENSMUSG00000026213.16,-2.8345514105961365,0.0374401642292963
ENSMUSG00000026235.15,1.8416235074982408,0.899427252042157
ENSMUSG00000026245.17,-1.0716033367801232,-1.0782505858828257
ENSMUSG00000032883.16,2.657708367212563,0.3802277233243525
ENSMUSG00000079470.9,1.043388562674711,-1.6124519597185334
ENSMUSG00000073643.12,-0.9659732948585081,-0.2881598992888075
ENSMUSG00000026248.10,-0.28254166912037393,-0.552227848334477
ENSMUSG00000026249.11,1.6612103715188604,0.3657850592126649
ENSMUSG00000004364.15,1.527663684790204,-0.06558494483338295
ENSMUSG00000026142.16,2.0444007407688756,0.9570473777873556
ENSMUSG00000026150.15,-0.7317143739549785,-0.01652942358513787
ENSMUSG00000026159.14,-0.7817466906977174,-0.5035907625331739
ENSMUSG00000026219.15,0.16379926172141537,-0.8934845916428928
ENSMUSG00000036707.17,-0.31086286557826237,-0.5736238921153525
ENSMUSG00000026223.16,0.885271167860586,0.5566993781816555
ENSMUSG00000026229.18,-1.3366308744633588,-0.6976297300460514
ENSMUSG00000062590.14,-1.9341246905657603,-1.2722184144712751
ENSMUSG00000079445.4,-0.0856440963940955,1.0111986083828584
ENSMUSG00000026234.13,0.49714284260314,-0.4844694960235758
ENSMUSG00000026238.15,-1.8813820113185946,-0.04924085317821886
ENSMUSG00000026239.15,-1.4163016749979878,0.0773312734753537
ENSMUSG00000026240.13,-1.4139168753791849,-0.3340599112598065
ENSMUSG00000053333.16,-1.9325973678255683,-1.0140833340925164
ENSMUSG00000026254.18,-1.2175665878807298,-0.4381166205751885
ENSMUSG00000048000.16,-0.9613835726341239,-1.0170457040113692
ENSMUSG00000026288.15,-1.2088841708574858,-1.288387591339042
ENSMUSG00000026289.16,-1.5027279341942794,-0.8352806905594095
ENSMUSG00000070738.11,-0.8689541147282885,-0.32335182592216016
ENSMUSG00000044783.17,-1.4576777692337455,-0.48970071863950704
ENSMUSG00000036206.13,-2.047624038712729,-0.9305855141603228
ENSMUSG00000055013.17,-0.06376359802688274,-0.020497058219259845
ENSMUSG00000044337.6,0.0770558770024773,0.38625234597161473
ENSMUSG00000034432.12,-0.5054360360774538,-0.17238145783048286
ENSMUSG00000034343.15,-0.5540751633233126,0.4270759520113965
ENSMUSG00000026307.13,-1.2610281884230745,-0.4654682808757846
ENSMUSG00000026309.15,-0.16475727578565813,-0.09310482594899783
ENSMUSG00000026313.17,-0.6424779334397418,-0.27296897503832884
ENSMUSG00000026260.13,0.11037255418508246,-0.2856727581427203
ENSMUSG00000073616.11,-0.274242874746126,0.5441320298666568
ENSMUSG00000034220.8,-1.0535892829087683,0.4400434547282998
ENSMUSG00000047793.14,-1.7311070512598632,-0.04273461536579437
ENSMUSG00000026273.14,-0.3005719825857154,-0.858405440388883
ENSMUSG00000026274.12,-1.1229274332887786,-0.4354743937949501
ENSMUSG00000026275.14,-0.16504905352775695,-0.5020166865445046
ENSMUSG00000034088.16,-1.1289453175996569,-1.171139788693317
ENSMUSG00000026277.15,-1.552884745703939,-0.6763751812021201
ENSMUSG00000026279.15,-0.4058374492831348,0.32814077068985537
ENSMUSG00000026280.18,-1.3745987246623763,-0.2999674131735881
ENSMUSG00000026281.16,-0.547350925614909,-0.014869661763502892
ENSMUSG00000026283.14,-0.6402372208628719,-0.4202886326324853
ENSMUSG00000073609.10,-2.7994610695624687,-0.6620030856715574
ENSMUSG00000040693.8,2.286684843215823,0.9777604677453331
ENSMUSG00000040648.16,0.5774016086768714,-0.5676160593410562
ENSMUSG00000056536.15,0.2501422278617986,0.9488259951744072
ENSMUSG00000026319.14,0.44917651103111794,-0.6080650205009239
ENSMUSG00000038866.16,-0.06814203853745691,-0.24312714669869928
ENSMUSG00000044340.8,-1.2975579946352742,-0.6301318510078198
ENSMUSG00000009905.6,2.435264964973149,0.2439000472903976
ENSMUSG00000009907.18,0.12367366597543507,-0.782838762768151
ENSMUSG00000026374.15,0.2739329871367386,0.002913804432589262
ENSMUSG00000026377.13,-0.6761420753354834,-0.7600709948309861
ENSMUSG00000064302.14,-0.17892246925599417,-1.221798192777356
ENSMUSG00000026380.11,0.1173674117846627,-0.5546529321286817
ENSMUSG00000048402.15,-0.5928425873026212,-1.274046314444533
ENSMUSG00000037035.6,0.2072609247267547,0.37553469024431496
ENSMUSG00000004451.15,-0.26391158326889336,-0.011208936716457174
ENSMUSG00000098923.2,1.6126189541028135,0.31573473341018776
ENSMUSG00000026383.15,0.7234340710303383,-0.7071319601589494
ENSMUSG00000036975.6,-0.623660761366127,0.2704110422060085
ENSMUSG00000026385.17,1.2367352160021907,0.26387748195624505
ENSMUSG00000026389.17,-0.363001890226647,0.13945028408467408
ENSMUSG00000003721.15,0.05973278401470063,1.0856335997864344
ENSMUSG00000026339.19,-0.4239449990628416,-0.5101883904952351
ENSMUSG00000001674.12,-2.576483257655695,-1.4524160818286544
ENSMUSG00000026341.17,0.06604905541345245,0.12773960686542818
ENSMUSG00000026342.11,2.0787738095498134,0.6693771922248053
ENSMUSG00000036155.14,1.7556073217708115,0.6298610116590115
ENSMUSG00000026349.15,-0.3147428827177544,-0.06131488682957187
ENSMUSG00000036104.13,-0.7683156013340268,-0.48387215654620874
ENSMUSG00000036086.17,-1.3481631816908932,-0.7614501283211088
ENSMUSG00000056211.14,0.5777793429714742,-0.41981927786841844
ENSMUSG00000026353.10,0.08554497110797574,-0.05014335145187765
ENSMUSG00000026355.12,-1.485619958540689,-0.7310593399657396
ENSMUSG00000026356.16,0.6520658050133586,-0.7103682721397775
ENSMUSG00000016528.11,-0.904643306254574,-0.17747757842682477
ENSMUSG00000016526.9,-2.4398736893454265,-0.9248330368618636
ENSMUSG00000026427.17,-1.38926885873558,-0.6181182713985951
ENSMUSG00000026425.16,-0.7628359799154156,-1.0254341150865667
ENSMUSG00000055184.5,-0.32372763859612136,-0.5566267382961637
ENSMUSG00000042251.13,0.08123558550076901,0.5212990904916197
ENSMUSG00000013275.10,-0.08102332983418954,0.05397747485290805
ENSMUSG00000026434.13,2.110550599475929,-0.2660897367809649
ENSMUSG00000042046.16,-0.48094453343299054,-0.14675046913495127
ENSMUSG00000026439.15,0.26135552747555435,-0.2994577198964463
ENSMUSG00000053024.15,0.6169846241091259,0.4134834356653754
ENSMUSG00000026442.15,0.38980405221067627,0.37481277130900653
ENSMUSG00000054387.14,-0.499242406621906,-0.24889693699196735
ENSMUSG00000046062.6,2.517955995529129,0.925575936825898
ENSMUSG00000070644.14,-2.562906730287005,-0.5230329255979489
ENSMUSG00000070643.12,-2.4311753367544835,-0.5881816429661835
ENSMUSG00000090553.9,0.8897045100475969,0.2247063500351657
ENSMUSG00000094410.9,-0.2836807888328421,0.1770391955276276
ENSMUSG00000026463.18,1.200525701439023,0.9368998125146435
ENSMUSG00000020423.7,-1.1827451601773045,0.32419996870789813
ENSMUSG00000042305.13,-0.6922378532623986,0.2645771014816183
ENSMUSG00000026456.19,0.07616079622601071,0.6161250500666815
ENSMUSG00000026457.15,-0.829491791330622,0.11949864828875045
ENSMUSG00000026455.15,0.020043487214738996,-0.28649885638678096
ENSMUSG00000042229.10,-1.2052304579712214,-0.018372644398714666
ENSMUSG00000042207.18,-0.9212208973607529,-1.436097081132768
ENSMUSG00000026429.10,-1.1288048204440781,-0.45498561042472746
ENSMUSG00000026426.11,-1.0446381016318385,-0.11731156771067583
ENSMUSG00000003051.14,-2.0553342622368294,-0.9338345264930722
ENSMUSG00000041926.16,-0.805107632703659,-1.226416221357561
ENSMUSG00000062580.10,0.31637903421832236,-0.007848705957526625
ENSMUSG00000041879.14,-1.3719227867145594,-0.3323557348909194
ENSMUSG00000009418.17,-1.0531558586136096,-1.3596315501068403
ENSMUSG00000026421.15,-1.7727899124309292,-0.8576280538494833
ENSMUSG00000041801.6,-1.3727921419929694,-0.16987838719689674
ENSMUSG00000041782.15,-1.382077342671282,-1.0664136430683566
ENSMUSG00000026411.18,1.0784504590742297,0.8545412206717109
ENSMUSG00000041570.15,0.6307597889976189,-0.543885192365257
ENSMUSG00000026404.13,-0.2785618182078281,-0.2137497076202357
ENSMUSG00000041498.14,-0.026522949335717964,-0.9462463821258287
ENSMUSG00000041483.15,0.45760387808829694,-0.5909564249020101
ENSMUSG00000026398.15,0.05222496484766241,-0.49178820648857613
ENSMUSG00000026393.11,1.6714442557878821,-0.23639178163099794
ENSMUSG00000033952.15,1.203840072092447,-0.053959060333083286
ENSMUSG00000026361.10,1.2406854438242778,-0.46173464389350594
ENSMUSG00000018196.19,0.3040399817795883,0.385317534145417
ENSMUSG00000018199.10,1.6433528681126293,-0.23080290051980157
ENSMUSG00000018189.13,0.1476498856288529,-0.4035462200930271
ENSMUSG00000006010.15,1.4843989844913175,0.44332739733913873
ENSMUSG00000006005.19,0.9390616284719295,-0.04850799590434263
ENSMUSG00000023150.15,-0.5090210628107751,-0.8920533618735327
ENSMUSG00000052748.15,-0.744735014724179,-0.43056915108988747
ENSMUSG00000053286.12,-0.2600095928604458,-0.8708915419425234
ENSMUSG00000026484.14,0.7522349911556444,-0.7039492330209544
ENSMUSG00000026483.14,0.0026904455671899895,-0.1272348518479649
ENSMUSG00000043019.13,2.391838237661458,0.657363876954708
ENSMUSG00000008475.14,0.10317619820472164,-0.06082479150146214
ENSMUSG00000042772.16,-0.5392592095844366,-0.7209586873803029
ENSMUSG00000042751.15,-0.14647681563482945,-0.38395089530172155
ENSMUSG00000026479.14,1.1560033539027397,0.47047861771666616
ENSMUSG00000026478.15,1.015656418255752,0.5691997358057646
ENSMUSG00000042699.12,-0.7957573080577306,-0.5647282520941839
ENSMUSG00000042684.9,-0.3496558649789091,-0.7237061267801587
ENSMUSG00000026473.17,-1.4793964460974318,-1.2606459451254035
ENSMUSG00000026470.15,-1.1155892009399142,-0.7898913123074318
ENSMUSG00000026469.15,1.3496672099914384,1.1306185080308777
ENSMUSG00000033701.14,-1.5928870164245015,-0.5917025257770656
ENSMUSG00000033684.15,0.471732572655157,0.02680940335663151
ENSMUSG00000033671.19,1.5227707953638392,0.20958485060410847
ENSMUSG00000026466.17,1.2000540724121112,0.5540911212841283
ENSMUSG00000050565.17,1.1123715978930502,0.13386320833583384
ENSMUSG00000026600.13,0.9931076788687582,0.4771850798183062
ENSMUSG00000026596.14,0.03886264131269461,-0.3120113703627183
ENSMUSG00000060519.12,0.09027975581089454,-0.05575871591400179
ENSMUSG00000033557.18,0.39911839908303826,0.4560590389110777
ENSMUSG00000026594.15,-0.3702964601144913,-0.46620677616461537
ENSMUSG00000070565.12,0.04991372298425509,-0.31490561227784664
ENSMUSG00000049881.14,1.004136870555158,-0.17575201537724117
ENSMUSG00000058267.14,0.6538604694506456,0.13038793863780845
ENSMUSG00000014226.11,0.9591060238996458,-0.07777147309675381
ENSMUSG00000040423.12,0.7292821737299146,-0.27900455389725476
ENSMUSG00000053332.14,-0.5470763853575541,0.017823794086790024
ENSMUSG00000026709.11,-0.29935127645833204,-0.09976202219242836
ENSMUSG00000026708.17,-0.2600095928604454,-0.2482218500751986
ENSMUSG00000026705.17,-0.059031620092743514,-0.19915179948862427
ENSMUSG00000044835.16,0.25993148902382784,0.004245889378132972
ENSMUSG00000026701.16,-0.6782716438517318,-0.6149826124273338
ENSMUSG00000040297.13,1.8359360742831325,1.0002150288870217
ENSMUSG00000026694.20,-1.961612118383649,-0.6573632506576457
ENSMUSG00000040225.16,0.6018767129457887,-0.6280679017577804
ENSMUSG00000040124.6,-0.08194783806248696,0.02162751845905897
ENSMUSG00000026585.14,-0.751168825592858,-0.6432438473920452
ENSMUSG00000026584.15,-1.0724293969405527,-0.2602540119377974
ENSMUSG00000041406.15,-1.5577405169253555,-0.24938179554907014
ENSMUSG00000041396.14,-0.5565312795635559,-0.08783665530312673
ENSMUSG00000040918.13,1.0969342718587567,0.4807717692844171
ENSMUSG00000026577.14,-0.482681283609693,-1.1519243272170412
ENSMUSG00000026575.16,-1.069863974338718,-0.5239637260694504
ENSMUSG00000026576.13,1.1880182861988842,0.24773149809224826
ENSMUSG00000040848.12,0.08130109852400302,-0.0043915414467339264
ENSMUSG00000040843.11,0.10626106802400682,-0.28552615713055873
ENSMUSG00000026571.13,-0.12805493995477776,0.4245925786179925
ENSMUSG00000026568.7,0.2262565382056705,0.2318084535261371
ENSMUSG00000026566.16,0.05067308004649933,0.6510374503865849
ENSMUSG00000040713.13,1.4907826012821697,0.5332814427403726
ENSMUSG00000026565.19,1.4688096438152325,-0.2232682907069019
ENSMUSG00000026564.10,-1.36739469545692,-0.7988201032109301
ENSMUSG00000000544.15,0.9229195656012795,0.9164928181204198
ENSMUSG00000026558.14,-0.8597278177707747,-0.46182929150145613
ENSMUSG00000052428.11,0.41585283313965216,0.7069072122905427
ENSMUSG00000026687.15,-1.5856653079051417,-0.6094193995548562
ENSMUSG00000026688.6,-1.3900701334248051,0.6291613261129665
ENSMUSG00000026683.15,1.2881375611406811,0.26657353601849365
ENSMUSG00000026675.13,0.8404349336989454,0.12844243562513324
ENSMUSG00000026670.16,0.20503437771695002,-0.4386141909749839
ENSMUSG00000026663.7,1.4057644353213241,0.685445503552209
ENSMUSG00000026659.14,0.5562612017815924,0.40047892222623094
ENSMUSG00000058076.13,-0.5168136700651463,0.012022749412525569
ENSMUSG00000013593.13,-0.2832947973708742,-0.07401856380454844
ENSMUSG00000052423.16,-1.0803856342921982,0.33426374788594637
ENSMUSG00000053483.16,-2.448963822478379,-0.46415455166053876
ENSMUSG00000062963.11,0.030442495920175488,-0.05189047945219938
ENSMUSG00000013973.13,-0.9136320894818253,-1.118779520627899
ENSMUSG00000013997.11,-0.7492543979701423,-0.2563544224096359
ENSMUSG00000006412.11,-0.9667531563814082,-0.1166858646618717
ENSMUSG00000048865.17,-0.36300189022664775,-0.6415332817627102
ENSMUSG00000026641.14,-1.4817508236461683,-0.4851987612414771
ENSMUSG00000038235.5,0.4360359629299223,0.5644724874595011
ENSMUSG00000026556.16,0.9679272161700635,0.4265263350793299
ENSMUSG00000003458.13,0.4203576226824074,0.6708930350449351
ENSMUSG00000026553.18,-1.4261475884082468,-0.7143146356049241
ENSMUSG00000003464.14,-1.3120676214235438,-0.4558184568725706
ENSMUSG00000026554.16,-1.5710426273812845,-0.6998545985107987
ENSMUSG00000013698.13,-1.6460841115808278,-0.23748129098001303
ENSMUSG00000038034.16,-0.4447472260451328,0.4633617146594049
ENSMUSG00000050229.4,0.3897216925006081,0.8699767781489086
ENSMUSG00000037995.16,-1.1013634580528722,0.10004039419003052
ENSMUSG00000026547.16,-2.0905098515659093,-0.44813370148072873
ENSMUSG00000037860.16,-0.23769333319335342,-0.4771817547018904
ENSMUSG00000026532.8,-0.3808516033954378,-0.19206615376902925
ENSMUSG00000028354.14,0.32815889815979854,-0.041499854893287114
ENSMUSG00000026526.15,-1.308486779132688,-0.28058219404521506
ENSMUSG00000039748.12,-1.5091228050685814,-0.9644713981791957
ENSMUSG00000057335.12,-0.0843913901825319,-1.237976665399665
ENSMUSG00000015961.9,0.2869089163763132,-0.6524941336279411
ENSMUSG00000026502.14,0.9237175728736086,0.33577652584761486
ENSMUSG00000039630.11,-0.2487142841792779,-0.9599785121161812
ENSMUSG00000055067.16,-1.0647111331371812,-0.5713374551257909
ENSMUSG00000038949.9,0.08876401643499326,0.2784083123374226
ENSMUSG00000038936.14,0.6119893887534734,0.09221843628716715
ENSMUSG00000026491.14,0.19051711362185755,-0.5240076014901156
ENSMUSG00000026489.14,-1.5567200028342574,0.2277843295688257
ENSMUSG00000010609.16,0.0414178866346182,0.4197023997291094
ENSMUSG00000026496.12,-1.5837718986193832,-1.1966632795784542
ENSMUSG00000058729.14,-0.3822080156518479,-0.09982530002641221
ENSMUSG00000026499.6,-0.40041207764627773,-0.22907916102135384
ENSMUSG00000060743.13,0.09737586138207444,0.3150166333316584
ENSMUSG00000038806.8,-1.1080682229502155,-0.5776973655036608
ENSMUSG00000066652.6,-0.708842253790506,0.5073675805302065
ENSMUSG00000026520.9,-1.9170243056853278,-0.8935709684418621
ENSMUSG00000038793.9,-1.4999007877036121,0.7442608943357119
ENSMUSG00000026519.17,0.2453321058434895,0.7308534262002929
ENSMUSG00000038776.14,1.334526903310963,0.32795858207013623
ENSMUSG00000026516.9,-0.41870471545179644,-0.9963292974269913
ENSMUSG00000062169.14,1.118943514063037,0.3124268938132037
ENSMUSG00000038733.15,0.23568226391841587,0.05622321039640177
ENSMUSG00000004880.12,2.1219918202488888,0.4105850111129763
ENSMUSG00000022995.17,0.47619166798071433,-0.5121769958221503
ENSMUSG00000026511.8,0.3786962909555366,0.4885176557666535
ENSMUSG00000038633.6,1.5340083949344667,0.5405935123551842
ENSMUSG00000047539.10,0.085366999763424,-0.10910637152515301
ENSMUSG00000026510.11,-0.5215209870524953,-1.2450035615480777
ENSMUSG00000030768.13,0.10333842940689618,0.8876181798800523
ENSMUSG00000056050.16,2.3961690493766032,0.7714313181484147
ENSMUSG00000072258.12,-0.8051076327036596,-0.3558999579458795
ENSMUSG00000073481.10,0.14085252758344738,0.3173926265901365
ENSMUSG00000039318.13,-0.7456122496555063,-1.1320626122991655
ENSMUSG00000026618.12,1.1099524559356313,0.2254950567609268
ENSMUSG00000026617.17,-1.2810693562634439,-0.7475578755432317
ENSMUSG00000026615.15,0.17801727535131745,-0.7956767896391086
